energy [eV]	total (gross)	total (net)	0 (gross)	0 (net)	1 (gross)	1 (net)	2 (gross)	2 (net)	3 (gross)	3 (net)	4 (gross)	4 (net)	5 (gross)	5 (net)	6 (gross)	6 (net)	7 (gross)	7 (net)	8 (gross)	8 (net)	9 (gross)	9 (net)	10 (gross)	10 (net)	11 (gross)	11 (net)	12 (gross)	12 (net)	13 (gross)	13 (net)	14 (gross)	14 (net)	15 (gross)	15 (net)	16 (gross)	16 (net)
684.00	4.891	4.891	8.229	8.229	12.86	12.86	11.03	11.03	9.792	9.792	8.419	8.419	6.076	6.076	4.472	4.472	3.531	3.531	2.578	2.578	2.306	2.306	2.024	2.024	2.025	2.025	1.904	1.904	2.036	2.036	2.085	2.085	1.896	1.896	1.890	1.890
686.00	4.885	4.885	8.294	8.294	12.82	12.82	10.96	10.96	9.737	9.737	8.377	8.377	6.041	6.041	4.479	4.479	3.503	3.503	2.607	2.607	2.300	2.300	2.026	2.026	2.064	2.064	1.902	1.902	2.054	2.054	2.086	2.086	1.864	1.864	1.934	1.934
688.00	4.877	4.877	8.334	8.334	12.79	12.79	10.89	10.89	9.684	9.684	8.326	8.326	6.015	6.015	4.465	4.465	3.456	3.456	2.640	2.640	2.292	2.292	2.047	2.047	2.105	2.105	1.893	1.893	2.055	2.055	2.092	2.092	1.844	1.844	1.973	1.973
690.00	4.867	4.867	8.338	8.338	12.77	12.77	10.83	10.83	9.631	9.631	8.272	8.272	6.013	6.013	4.436	4.436	3.404	3.404	2.667	2.667	2.285	2.285	2.089	2.089	2.136	2.136	1.880	1.880	2.040	2.040	2.097	2.097	1.850	1.850	2.007	2.007
692.00	4.858	4.858	8.305	8.305	12.75	12.75	10.78	10.78	9.577	9.577	8.219	8.219	6.042	6.042	4.409	4.409	3.359	3.359	2.684	2.684	2.282	2.282	2.148	2.148	2.147	2.147	1.870	1.870	2.012	2.012	2.096	2.096	1.884	1.884	2.035	2.035
694.00	4.850	4.850	8.240	8.240	12.71	12.71	10.74	10.74	9.521	9.521	8.161	8.161	6.095	6.095	4.399	4.399	3.328	3.328	2.695	2.695	2.284	2.284	2.214	2.214	2.144	2.144	1.867	1.867	1.976	1.976	2.085	2.085	1.935	1.935	2.062	2.062
696.00	4.841	4.841	8.141	8.141	12.63	12.63	10.72	10.72	9.475	9.475	8.099	8.099	6.156	6.156	4.410	4.410	3.319	3.319	2.707	2.707	2.290	2.290	2.273	2.273	2.137	2.137	1.874	1.874	1.939	1.939	2.062	2.062	1.986	1.986	2.091	2.091
698.00	4.831	4.831	8.020	8.020	12.52	12.52	10.68	10.68	9.456	9.456	8.036	8.036	6.196	6.196	4.431	4.431	3.331	3.331	2.722	2.722	2.300	2.300	2.315	2.315	2.136	2.136	1.891	1.891	1.910	1.910	2.034	2.034	2.023	2.023	2.123	2.123
700.00	4.820	4.820	7.898	7.898	12.39	12.39	10.63	10.63	9.475	9.475	7.984	7.984	6.200	6.200	4.450	4.450	3.357	3.357	2.738	2.738	2.311	2.311	2.332	2.332	2.147	2.147	1.918	1.918	1.900	1.900	2.009	2.009	2.040	2.040	2.155	2.155
702.00	4.809	4.809	7.797	7.797	12.26	12.26	10.57	10.57	9.520	9.520	7.948	7.948	6.165	6.165	4.459	4.459	3.383	3.383	2.750	2.750	2.322	2.322	2.325	2.325	2.174	2.174	1.950	1.950	1.913	1.913	1.999	1.999	2.044	2.044	2.179	2.179
704.00	4.802	4.802	7.735	7.735	12.16	12.16	10.50	10.50	9.573	9.573	7.936	7.936	6.104	6.104	4.456	4.456	3.401	3.401	2.755	2.755	2.334	2.334	2.298	2.298	2.209	2.209	1.984	1.984	1.948	1.948	2.005	2.005	2.045	2.045	2.192	2.192
706.00	4.800	4.800	7.721	7.721	12.08	12.08	10.43	10.43	9.628	9.628	7.948	7.948	6.040	6.040	4.442	4.442	3.411	3.411	2.758	2.758	2.351	2.351	2.259	2.259	2.241	2.241	2.014	2.014	1.998	1.998	2.025	2.025	2.047	2.047	2.195	2.195
708.00	4.804	4.804	7.744	7.744	12.04	12.04	10.39	10.39	9.678	9.678	7.971	7.971	5.994	5.994	4.428	4.428	3.418	3.418	2.765	2.765	2.371	2.371	2.219	2.219	2.263	2.263	2.037	2.037	2.054	2.054	2.052	2.052	2.052	2.052	2.194	2.194
710.00	4.814	4.814	7.785	7.785	12.04	12.04	10.38	10.38	9.721	9.721	7.988	7.988	5.981	5.981	4.414	4.414	3.429	3.429	2.783	2.783	2.393	2.393	2.186	2.186	2.269	2.269	2.051	2.051	2.109	2.109	2.075	2.075	2.053	2.053	2.194	2.194
712.00	4.829	4.829	7.827	7.827	12.06	12.06	10.40	10.40	9.761	9.761	7.988	7.988	6.005	6.005	4.398	4.398	3.441	3.441	2.809	2.809	2.412	2.412	2.167	2.167	2.261	2.261	2.062	2.062	2.156	2.156	2.093	2.093	2.049	2.049	2.198	2.198
714.00	4.847	4.847	7.855	7.855	12.12	12.12	10.46	10.46	9.792	9.792	7.973	7.973	6.051	6.051	4.388	4.388	3.449	3.449	2.836	2.836	2.422	2.422	2.169	2.169	2.249	2.249	2.076	2.076	2.196	2.196	2.108	2.108	2.044	2.044	2.206	2.206
716.00	4.863	4.863	7.857	7.857	12.19	12.19	10.54	10.54	9.796	9.796	7.950	7.950	6.093	6.093	4.390	4.390	3.449	3.449	2.857	2.857	2.416	2.416	2.190	2.190	2.242	2.242	2.094	2.094	2.232	2.232	2.124	2.124	2.049	2.049	2.212	2.212
718.00	4.875	4.875	7.830	7.830	12.24	12.24	10.61	10.61	9.762	9.762	7.941	7.941	6.109	6.109	4.406	4.406	3.434	3.434	2.865	2.865	2.396	2.396	2.226	2.226	2.242	2.242	2.115	2.115	2.266	2.266	2.147	2.147	2.067	2.067	2.218	2.218
720.00	4.878	4.878	7.771	7.771	12.26	12.26	10.64	10.64	9.690	9.690	7.963	7.963	6.095	6.095	4.431	4.431	3.403	3.403	2.867	2.867	2.372	2.372	2.266	2.266	2.247	2.247	2.132	2.132	2.294	2.294	2.180	2.180	2.093	2.093	2.222	2.222
722.00	4.872	4.872	7.685	7.685	12.22	12.22	10.64	10.64	9.589	9.589	8.019	8.019	6.061	6.061	4.458	4.458	3.363	3.363	2.870	2.870	2.350	2.350	2.298	2.298	2.253	2.253	2.143	2.143	2.314	2.314	2.224	2.224	2.118	2.118	2.224	2.224
724.00	4.858	4.858	7.585	7.585	12.13	12.13	10.61	10.61	9.471	9.471	8.088	8.088	6.025	6.025	4.476	4.476	3.318	3.318	2.881	2.881	2.339	2.339	2.315	2.315	2.252	2.252	2.149	2.149	2.321	2.321	2.272	2.272	2.138	2.138	2.222	2.222
726.00	4.843	4.843	7.491	7.491	12.04	12.04	10.56	10.56	9.363	9.363	8.140	8.140	6.006	6.006	4.476	4.476	3.277	3.277	2.898	2.898	2.350	2.350	2.320	2.320	2.246	2.246	2.158	2.158	2.313	2.313	2.318	2.318	2.154	2.154	2.214	2.214
728.00	4.830	4.830	7.417	7.417	11.96	11.96	10.52	10.52	9.283	9.283	8.145	8.145	6.008	6.008	4.460	4.460	3.253	3.253	2.912	2.912	2.383	2.383	2.320	2.320	2.244	2.244	2.177	2.177	2.296	2.296	2.353	2.353	2.171	2.171	2.203	2.203
730.00	4.823	4.823	7.366	7.366	11.93	11.93	10.49	10.49	9.239	9.239	8.093	8.093	6.024	6.024	4.440	4.440	3.252	3.252	2.913	2.913	2.432	2.432	2.323	2.323	2.251	2.251	2.209	2.209	2.282	2.282	2.370	2.370	2.193	2.193	2.194	2.194
732.00	4.822	4.822	7.329	7.329	11.93	11.93	10.47	10.47	9.231	9.231	7.990	7.990	6.046	6.046	4.421	4.421	3.272	3.272	2.894	2.894	2.487	2.487	2.332	2.332	2.267	2.267	2.252	2.252	2.275	2.275	2.369	2.369	2.214	2.214	2.196	2.196
734.00	4.821	4.821	7.288	7.288	11.94	11.94	10.45	10.45	9.252	9.252	7.860	7.860	6.065	6.065	4.407	4.407	3.303	3.303	2.858	2.858	2.538	2.538	2.345	2.345	2.285	2.285	2.298	2.298	2.272	2.272	2.357	2.357	2.221	2.221	2.212	2.212
736.00	4.818	4.818	7.234	7.234	11.97	11.97	10.43	10.43	9.290	9.290	7.738	7.738	6.071	6.071	4.402	4.402	3.338	3.338	2.816	2.816	2.574	2.574	2.352	2.352	2.299	2.299	2.339	2.339	2.268	2.268	2.338	2.338	2.211	2.211	2.235	2.235
738.00	4.811	4.811	7.166	7.166	11.99	11.99	10.39	10.39	9.343	9.343	7.647	7.647	6.063	6.063	4.399	4.399	3.371	3.371	2.781	2.781	2.594	2.594	2.346	2.346	2.302	2.302	2.369	2.369	2.260	2.260	2.318	2.318	2.188	2.188	2.257	2.257
740.00	4.802	4.802	7.098	7.098	12.02	12.02	10.31	10.31	9.408	9.408	7.594	7.594	6.049	6.049	4.396	4.396	3.397	3.397	2.765	2.765	2.600	2.600	2.332	2.332	2.299	2.299	2.384	2.384	2.248	2.248	2.305	2.305	2.166	2.166	2.270	2.270
742.00	4.797	4.797	7.044	7.044	12.06	12.06	10.21	10.21	9.471	9.471	7.581	7.581	6.045	6.045	4.395	4.395	3.412	3.412	2.776	2.776	2.597	2.597	2.315	2.315	2.300	2.300	2.384	2.384	2.237	2.237	2.299	2.299	2.155	2.155	2.273	2.273
744.00	4.796	4.796	7.008	7.008	12.08	12.08	10.11	10.11	9.518	9.518	7.596	7.596	6.057	6.057	4.401	4.401	3.413	3.413	2.805	2.805	2.588	2.588	2.306	2.306	2.311	2.311	2.371	2.371	2.235	2.235	2.299	2.299	2.163	2.163	2.274	2.274
746.00	4.800	4.800	6.977	6.977	12.09	12.09	10.05	10.05	9.534	9.534	7.622	7.622	6.083	6.083	4.411	4.411	3.405	3.405	2.840	2.840	2.576	2.576	2.313	2.313	2.330	2.330	2.349	2.349	2.244	2.244	2.300	2.300	2.185	2.185	2.278	2.278
748.00	4.804	4.804	6.939	6.939	12.10	12.10	10.04	10.04	9.510	9.510	7.644	7.644	6.105	6.105	4.422	4.422	3.398	3.398	2.870	2.870	2.565	2.565	2.338	2.338	2.350	2.350	2.319	2.319	2.265	2.265	2.302	2.302	2.212	2.212	2.290	2.290
750.00	4.808	4.808	6.890	6.890	12.10	12.10	10.08	10.08	9.451	9.451	7.662	7.662	6.100	6.100	4.428	4.428	3.399	3.399	2.890	2.890	2.561	2.561	2.371	2.371	2.360	2.360	2.285	2.285	2.294	2.294	2.306	2.306	2.239	2.239	2.307	2.307
752.00	4.809	4.809	6.833	6.833	12.11	12.11	10.16	10.16	9.373	9.373	7.677	7.677	6.051	6.051	4.428	4.428	3.411	3.411	2.897	2.897	2.568	2.568	2.401	2.401	2.358	2.358	2.255	2.255	2.328	2.328	2.318	2.318	2.266	2.266	2.324	2.324
754.00	4.810	4.810	6.787	6.787	12.12	12.12	10.24	10.24	9.295	9.295	7.699	7.699	5.962	5.962	4.423	4.423	3.422	3.422	2.894	2.894	2.586	2.586	2.420	2.420	2.345	2.345	2.240	2.240	2.360	2.360	2.341	2.341	2.295	2.295	2.337	2.337
756.00	4.810	4.810	6.772	6.772	12.12	12.12	10.31	10.31	9.229	9.229	7.729	7.729	5.858	5.858	4.418	4.418	3.420	3.420	2.881	2.881	2.610	2.610	2.425	2.425	2.326	2.326	2.246	2.246	2.385	2.385	2.374	2.374	2.328	2.328	2.345	2.345
758.00	4.811	4.811	6.797	6.797	12.10	12.10	10.33	10.33	9.179	9.179	7.764	7.764	5.764	5.764	4.413	4.413	3.408	3.408	2.857	2.857	2.634	2.634	2.418	2.418	2.312	2.312	2.276	2.276	2.403	2.403	2.411	2.411	2.362	2.362	2.353	2.353
760.00	4.814	4.814	6.851	6.851	12.08	12.08	10.32	10.32	9.146	9.146	7.790	7.790	5.710	5.710	4.406	4.406	3.395	3.395	2.826	2.826	2.654	2.654	2.411	2.411	2.307	2.307	2.322	2.322	2.412	2.412	2.443	2.443	2.392	2.392	2.369	2.369
762.00	4.818	4.818	6.912	6.912	12.05	12.05	10.27	10.27	9.120	9.120	7.799	7.799	5.709	5.709	4.392	4.392	3.395	3.395	2.806	2.806	2.670	2.670	2.410	2.410	2.314	2.314	2.372	2.372	2.414	2.414	2.468	2.468	2.416	2.416	2.398	2.398
764.00	4.826	4.826	6.953	6.953	12.02	12.02	10.20	10.20	9.094	9.094	7.790	7.790	5.758	5.758	4.372	4.372	3.409	3.409	2.813	2.813	2.687	2.687	2.420	2.420	2.333	2.333	2.417	2.417	2.415	2.415	2.488	2.488	2.432	2.432	2.440	2.440
766.00	4.837	4.837	6.961	6.961	12.00	12.00	10.14	10.14	9.072	9.072	7.772	7.772	5.836	5.836	4.350	4.350	3.432	3.432	2.854	2.854	2.710	2.710	2.444	2.444	2.362	2.362	2.451	2.451	2.419	2.419	2.505	2.505	2.438	2.438	2.484	2.484
768.00	4.850	4.850	6.938	6.938	11.99	11.99	10.09	10.09	9.063	9.063	7.752	7.752	5.918	5.918	4.332	4.332	3.456	3.456	2.920	2.920	2.742	2.742	2.482	2.482	2.396	2.396	2.477	2.477	2.429	2.429	2.519	2.519	2.436	2.436	2.514	2.514
770.00	4.863	4.863	6.899	6.899	11.99	11.99	10.06	10.06	9.071	9.071	7.737	7.737	5.980	5.980	4.324	4.324	3.472	3.472	2.994	2.994	2.778	2.778	2.529	2.529	2.433	2.433	2.496	2.496	2.443	2.443	2.528	2.528	2.428	2.428	2.519	2.519
772.00	4.875	4.875	6.861	6.861	11.99	11.99	10.04	10.04	9.094	9.094	7.729	7.729	6.014	6.014	4.327	4.327	3.481	3.481	3.056	3.056	2.810	2.810	2.578	2.578	2.476	2.476	2.511	2.511	2.459	2.459	2.526	2.526	2.420	2.420	2.498	2.498
774.00	4.881	4.881	6.834	6.834	11.98	11.98	10.02	10.02	9.122	9.122	7.725	7.725	6.018	6.018	4.342	4.342	3.485	3.485	3.095	3.095	2.833	2.833	2.618	2.618	2.522	2.522	2.519	2.519	2.471	2.471	2.514	2.514	2.419	2.419	2.457	2.457
776.00	4.881	4.881	6.822	6.822	11.94	11.94	10.01	10.01	9.147	9.147	7.719	7.719	6.005	6.005	4.365	4.365	3.483	3.483	3.111	3.111	2.840	2.840	2.643	2.643	2.569	2.569	2.515	2.515	2.477	2.477	2.495	2.495	2.428	2.428	2.409	2.409
778.00	4.878	4.878	6.818	6.818	11.89	11.89	9.998	9.998	9.169	9.169	7.710	7.710	5.982	5.982	4.395	4.395	3.477	3.477	3.112	3.112	2.833	2.833	2.652	2.652	2.614	2.614	2.497	2.497	2.477	2.477	2.481	2.481	2.442	2.442	2.374	2.374
780.00	4.873	4.873	6.813	6.813	11.83	11.83	9.996	9.996	9.192	9.192	7.700	7.700	5.955	5.955	4.429	4.429	3.470	3.470	3.103	3.103	2.819	2.819	2.651	2.651	2.654	2.654	2.465	2.465	2.472	2.472	2.479	2.479	2.453	2.453	2.363	2.363
782.00	4.872	4.872	6.809	6.809	11.79	11.79	9.998	9.998	9.221	9.221	7.695	7.695	5.924	5.924	4.467	4.467	3.469	3.469	3.084	3.084	2.811	2.811	2.647	2.647	2.686	2.686	2.427	2.427	2.469	2.469	2.491	2.491	2.458	2.458	2.384	2.384
784.00	4.876	4.876	6.800	6.800	11.76	11.76	9.996	9.996	9.256	9.256	7.705	7.705	5.883	5.883	4.505	4.505	3.487	3.487	3.061	3.061	2.819	2.819	2.648	2.648	2.709	2.709	2.389	2.389	2.473	2.473	2.514	2.514	2.464	2.464	2.427	2.427
786.00	4.886	4.886	6.783	6.783	11.76	11.76	9.986	9.986	9.289	9.289	7.734	7.734	5.835	5.835	4.536	4.536	3.530	3.530	3.040	3.040	2.844	2.844	2.655	2.655	2.728	2.728	2.360	2.360	2.490	2.490	2.536	2.536	2.478	2.478	2.480	2.480
788.00	4.901	4.901	6.758	6.758	11.79	11.79	9.970	9.970	9.315	9.315	7.782	7.782	5.788	5.788	4.552	4.552	3.595	3.595	3.028	3.028	2.879	2.879	2.669	2.669	2.746	2.746	2.347	2.347	2.522	2.522	2.550	2.550	2.505	2.505	2.525	2.525
790.00	4.918	4.918	6.725	6.725	11.83	11.83	9.953	9.953	9.328	9.328	7.836	7.836	5.754	5.754	4.552	4.552	3.671	3.671	3.028	3.028	2.908	2.908	2.685	2.685	2.765	2.765	2.356	2.356	2.561	2.561	2.550	2.550	2.542	2.542	2.552	2.552
792.00	4.934	4.934	6.678	6.678	11.89	11.89	9.943	9.943	9.339	9.339	7.885	7.885	5.739	5.739	4.541	4.541	3.738	3.738	3.039	3.039	2.922	2.922	2.697	2.697	2.791	2.791	2.383	2.383	2.604	2.604	2.542	2.542	2.583	2.583	2.563	2.563
794.00	4.950	4.950	6.621	6.621	11.96	11.96	9.949	9.949	9.356	9.356	7.918	7.918	5.745	5.745	4.529	4.529	3.786	3.786	3.052	3.052	2.920	2.920	2.703	2.703	2.820	2.820	2.422	2.422	2.645	2.645	2.534	2.534	2.622	2.622	2.566	2.566
796.00	4.966	4.966	6.569	6.569	12.01	12.01	9.981	9.981	9.388	9.388	7.930	7.930	5.775	5.775	4.522	4.522	3.814	3.814	3.063	3.063	2.908	2.908	2.707	2.707	2.846	2.846	2.464	2.464	2.685	2.685	2.529	2.529	2.663	2.663	2.564	2.564
798.00	4.984	4.984	6.529	6.529	12.03	12.03	10.04	10.04	9.435	9.435	7.921	7.921	5.824	5.824	4.520	4.520	3.829	3.829	3.076	3.076	2.898	2.898	2.721	2.721	2.866	2.866	2.503	2.503	2.724	2.724	2.533	2.533	2.711	2.711	2.562	2.562
800.00	5.006	5.006	6.506	6.506	12.04	12.04	10.13	10.13	9.481	9.481	7.899	7.899	5.892	5.892	4.521	4.521	3.842	3.842	3.092	3.092	2.898	2.898	2.753	2.753	2.876	2.876	2.534	2.534	2.760	2.760	2.546	2.546	2.767	2.767	2.566	2.566
802.00	5.030	5.030	6.501	6.501	12.04	12.04	10.23	10.23	9.507	9.507	7.868	7.868	5.974	5.974	4.520	4.520	3.854	3.854	3.112	3.112	2.911	2.911	2.803	2.803	2.875	2.875	2.559	2.559	2.789	2.789	2.566	2.566	2.821	2.821	2.581	2.581
804.00	5.055	5.055	6.516	6.516	12.06	12.06	10.34	10.34	9.499	9.499	7.834	7.834	6.054	6.054	4.523	4.523	3.861	3.861	3.137	3.137	2.935	2.935	2.856	2.856	2.865	2.865	2.585	2.585	2.808	2.808	2.591	2.591	2.865	2.865	2.607	2.607
806.00	5.077	5.077	6.547	6.547	12.11	12.11	10.42	10.42	9.452	9.452	7.805	7.805	6.119	6.119	4.542	4.542	3.860	3.860	3.163	3.163	2.965	2.965	2.888	2.888	2.854	2.854	2.618	2.618	2.815	2.815	2.619	2.619	2.891	2.891	2.645	2.645
808.00	5.096	5.096	6.588	6.588	12.19	12.19	10.46	10.46	9.377	9.377	7.789	7.789	6.161	6.161	4.582	4.582	3.852	3.852	3.193	3.193	2.995	2.995	2.886	2.886	2.850	2.850	2.658	2.658	2.812	2.812	2.647	2.647	2.897	2.897	2.691	2.691
810.00	5.109	5.109	6.636	6.636	12.25	12.25	10.47	10.47	9.289	9.289	7.782	7.782	6.185	6.185	4.647	4.647	3.844	3.844	3.237	3.237	3.013	3.013	2.857	2.857	2.854	2.854	2.701	2.701	2.796	2.796	2.666	2.666	2.890	2.890	2.738	2.738
812.00	5.119	5.119	6.688	6.688	12.29	12.29	10.45	10.45	9.212	9.212	7.780	7.780	6.203	6.203	4.724	4.724	3.842	3.842	3.294	3.294	3.018	3.018	2.821	2.821	2.867	2.867	2.738	2.738	2.774	2.774	2.677	2.677	2.878	2.878	2.777	2.777
814.00	5.126	5.126	6.739	6.739	12.28	12.28	10.41	10.41	9.161	9.161	7.779	7.779	6.231	6.231	4.787	4.787	3.849	3.849	3.358	3.358	3.017	3.017	2.805	2.805	2.882	2.882	2.759	2.759	2.751	2.751	2.684	2.684	2.862	2.862	2.805	2.805
816.00	5.131	5.131	6.788	6.788	12.24	12.24	10.36	10.36	9.145	9.145	7.774	7.774	6.269	6.269	4.816	4.816	3.864	3.864	3.411	3.411	3.019	3.019	2.819	2.819	2.892	2.892	2.760	2.760	2.730	2.730	2.690	2.690	2.840	2.840	2.815	2.815
818.00	5.136	5.136	6.838	6.838	12.22	12.22	10.31	10.31	9.173	9.173	7.775	7.775	6.305	6.305	4.807	4.807	3.878	3.878	3.434	3.434	3.031	3.031	2.861	2.861	2.893	2.893	2.749	2.749	2.722	2.722	2.699	2.699	2.812	2.812	2.806	2.806
820.00	5.143	5.143	6.886	6.886	12.23	12.23	10.28	10.28	9.239	9.239	7.797	7.797	6.326	6.326	4.768	4.768	3.882	3.882	3.423	3.423	3.056	3.056	2.916	2.916	2.886	2.886	2.738	2.738	2.732	2.732	2.714	2.714	2.777	2.777	2.783	2.783
822.00	5.153	5.153	6.917	6.917	12.27	12.27	10.27	10.27	9.319	9.319	7.848	7.848	6.332	6.332	4.721	4.721	3.867	3.867	3.394	3.394	3.092	3.092	2.966	2.966	2.875	2.875	2.742	2.742	2.760	2.760	2.733	2.733	2.743	2.743	2.758	2.758
824.00	5.167	5.167	6.924	6.924	12.32	12.32	10.27	10.27	9.391	9.391	7.923	7.923	6.335	6.335	4.685	4.685	3.834	3.834	3.372	3.372	3.130	3.130	2.998	2.998	2.867	2.867	2.770	2.770	2.802	2.802	2.749	2.749	2.719	2.719	2.744	2.744
826.00	5.183	5.183	6.909	6.909	12.36	12.36	10.28	10.28	9.436	9.436	8.007	8.007	6.350	6.350	4.671	4.671	3.792	3.792	3.369	3.369	3.164	3.164	3.011	3.011	2.864	2.864	2.822	2.822	2.860	2.860	2.764	2.764	2.711	2.711	2.751	2.751
828.00	5.202	5.202	6.874	6.874	12.37	12.37	10.29	10.29	9.453	9.453	8.079	8.079	6.386	6.386	4.678	4.678	3.756	3.756	3.390	3.390	3.190	3.190	3.012	3.012	2.868	2.868	2.887	2.887	2.924	2.924	2.779	2.779	2.720	2.720	2.783	2.783
830.00	5.222	5.222	6.836	6.836	12.34	12.34	10.31	10.31	9.452	9.452	8.123	8.123	6.435	6.435	4.702	4.702	3.744	3.744	3.425	3.425	3.202	3.202	3.010	3.010	2.878	2.878	2.951	2.951	2.983	2.983	2.796	2.796	2.746	2.746	2.838	2.838
832.00	5.244	5.244	6.809	6.809	12.31	12.31	10.36	10.36	9.451	9.451	8.138	8.138	6.475	6.475	4.736	4.736	3.768	3.768	3.459	3.459	3.200	3.200	3.015	3.015	2.893	2.893	2.997	2.997	3.032	3.032	2.821	2.821	2.784	2.784	2.909	2.909
834.00	5.267	5.267	6.796	6.796	12.27	12.27	10.45	10.45	9.454	9.454	8.136	8.136	6.484	6.484	4.770	4.770	3.822	3.822	3.483	3.483	3.185	3.185	3.033	3.033	2.911	2.911	3.017	3.017	3.066	3.066	2.854	2.854	2.823	2.823	2.984	2.984
836.00	5.289	5.289	6.787	6.787	12.26	12.26	10.58	10.58	9.454	9.454	8.135	8.135	6.461	6.461	4.799	4.799	3.894	3.894	3.499	3.499	3.162	3.162	3.058	3.058	2.928	2.928	3.018	3.018	3.081	3.081	2.893	2.893	2.862	2.862	3.053	3.053
838.00	5.309	5.309	6.771	6.771	12.28	12.28	10.71	10.71	9.446	9.446	8.147	8.147	6.412	6.412	4.821	4.821	3.961	3.961	3.508	3.508	3.135	3.135	3.085	3.085	2.942	2.942	3.009	3.009	3.081	3.081	2.934	2.934	2.901	2.901	3.106	3.106
840.00	5.323	5.323	6.737	6.737	12.33	12.33	10.82	10.82	9.426	9.426	8.168	8.168	6.346	6.346	4.836	4.836	4.009	4.009	3.511	3.511	3.111	3.111	3.108	3.108	2.957	2.957	3.000	3.000	3.072	3.072	2.975	2.975	2.942	2.942	3.139	3.139
842.00	5.333	5.333	6.679	6.679	12.42	12.42	10.87	10.87	9.402	9.402	8.193	8.193	6.279	6.279	4.851	4.851	4.032	4.032	3.513	3.513	3.093	3.093	3.128	3.128	2.979	2.979	3.003	3.003	3.058	3.058	3.015	3.015	2.985	2.985	3.154	3.154
844.00	5.342	5.342	6.615	6.615	12.52	12.52	10.88	10.88	9.389	9.389	8.209	8.209	6.222	6.222	4.870	4.870	4.036	4.036	3.517	3.517	3.090	3.090	3.146	3.146	3.010	3.010	3.021	3.021	3.045	3.045	3.054	3.054	3.028	3.028	3.159	3.159
846.00	5.355	5.355	6.574	6.574	12.61	12.61	10.87	10.87	9.396	9.396	8.209	8.209	6.181	6.181	4.901	4.901	4.031	4.031	3.525	3.525	3.111	3.111	3.163	3.163	3.054	3.054	3.053	3.053	3.038	3.038	3.087	3.087	3.067	3.067	3.160	3.160
848.00	5.372	5.372	6.569	6.569	12.66	12.66	10.85	10.85	9.431	9.431	8.187	8.187	6.167	6.167	4.946	4.946	4.026	4.026	3.537	3.537	3.154	3.154	3.179	3.179	3.111	3.111	3.094	3.094	3.044	3.044	3.116	3.116	3.094	3.094	3.164	3.164
850.00	5.395	5.395	6.606	6.606	12.66	12.66	10.84	10.84	9.492	9.492	8.147	8.147	6.187	6.187	5.000	5.000	4.028	4.028	3.557	3.557	3.211	3.211	3.197	3.197	3.173	3.173	3.138	3.138	3.064	3.064	3.137	3.137	3.110	3.110	3.168	3.168
852.00	5.421	5.421	6.665	6.665	12.63	12.63	10.83	10.83	9.570	9.570	8.102	8.102	6.240	6.240	5.051	5.051	4.043	4.043	3.582	3.582	3.272	3.272	3.222	3.222	3.232	3.232	3.174	3.174	3.098	3.098	3.153	3.153	3.121	3.121	3.169	3.169
854.00	5.447	5.447	6.716	6.716	12.59	12.59	10.82	10.82	9.654	9.654	8.071	8.071	6.311	6.311	5.091	5.091	4.074	4.074	3.612	3.612	3.320	3.320	3.259	3.259	3.280	3.280	3.200	3.200	3.137	3.137	3.169	3.169	3.126	3.126	3.166	3.166
856.00	5.470	5.470	6.731	6.731	12.56	12.56	10.82	10.82	9.726	9.726	8.076	8.076	6.377	6.377	5.112	5.112	4.120	4.120	3.646	3.646	3.348	3.348	3.304	3.304	3.312	3.312	3.219	3.219	3.175	3.175	3.185	3.185	3.129	3.129	3.159	3.159
858.00	5.490	5.490	6.699	6.699	12.57	12.57	10.81	10.81	9.770	9.770	8.130	8.130	6.421	6.421	5.116	5.116	4.179	4.179	3.681	3.681	3.360	3.360	3.347	3.347	3.327	3.327	3.238	3.238	3.207	3.207	3.194	3.194	3.135	3.135	3.145	3.145
860.00	5.503	5.503	6.624	6.624	12.60	12.60	10.81	10.81	9.777	9.777	8.221	8.221	6.437	6.437	5.110	5.110	4.247	4.247	3.709	3.709	3.363	3.363	3.370	3.370	3.330	3.330	3.260	3.260	3.231	3.231	3.191	3.191	3.145	3.145	3.128	3.128
862.00	5.509	5.509	6.515	6.515	12.63	12.63	10.80	10.80	9.749	9.749	8.328	8.328	6.432	6.432	5.109	5.109	4.314	4.314	3.725	3.725	3.365	3.365	3.367	3.367	3.327	3.327	3.287	3.287	3.249	3.249	3.177	3.177	3.163	3.163	3.112	3.112
864.00	5.511	5.511	6.390	6.390	12.65	12.65	10.81	10.81	9.703	9.703	8.422	8.422	6.423	6.423	5.117	5.117	4.367	4.367	3.729	3.729	3.378	3.378	3.342	3.342	3.318	3.318	3.312	3.312	3.264	3.264	3.161	3.161	3.189	3.189	3.104	3.104
866.00	5.510	5.510	6.257	6.257	12.65	12.65	10.82	10.82	9.657	9.657	8.476	8.476	6.433	6.433	5.135	5.135	4.396	4.396	3.722	3.722	3.411	3.411	3.311	3.311	3.301	3.301	3.329	3.329	3.272	3.272	3.160	3.160	3.219	3.219	3.117	3.117
